pattern,translation,tags,parents,output
*/VV/*+ㄹ/ETM/*+거/NNB/*+이/VCP/*+야/EF/*,will ~
*/VA/*+ㄹ/ETM/*+때/NNG/*+는/JX/*,when it's ~,topic,때
*/VA/*+ㄴ가/EC/*+보/VX/*+어요/EF/*,seems to be ~
*/VA/*+은가/EC/*,~?; \[-은가 보다] seems to be ~
*/VV/*+ㄴ/ETM/*+거/NNB/*,having ~ed
*/VV/*+기/ETN/*+위하/VV/*+어/EC/*,for ~ing,,위하다
*/NN/*+같이/MAG/*,with ~,,같이
*/NP/*+같이/MAG/*,with ~,,같이
*/NN/*+이/VCP/*+었/EP/*+네/EF/*,was a ~!
*/VV/*+습니다/EF/*+만/JX/*,but ~
*/VA/*+습니다/EF/*+만/JX/*,but ~
*/NN/*+장이/NNG/*,,,-장이,*/NN/*
*/VV/*+어야/EC/*+만/JX/*,just have to ~; only have to ~
*/VA/*+어/EC/*+오/VV/*+는/ETM/*,that has been ~,,-오다
*/NN/*+용/XSN/*,for ~,,-용
*/NP/*+용/XSN/*,for ~,,-용
*/NN/*+이요/JX/*,is ~
*/NP/*+이요/JX/*,is ~
*/NN/*+쪽/NNB/*+로/JKB/*,on the side of the ~; toward the ~,,쪽
*/NN/*+이/VCP/*+겠/EP/*+지만/EC/*,"(guessing; will) be ~, but..."
*/VV/*+ㄴ/ETM/*+것/NNB/*+이/VCP/*+ㄴ데/EC/*,"~ed, but..."
*/VA/*+ㄴ/ETM/*+거/NNB/*+이/VCP/*+죠/EF/*,"~, right?"
*/VA/*+게/EC/*+나/NP/*,"~ly; so that ~ (or something like that) ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/62e1d6bf9a50ba002e20a2e1))"
*/VV/*+ㅕ야/EC/*+하/VX/*+겠/EP/*+다/EF/*,"(guessing; will) have to ~"
*/VV/*+는군/EF/*,"Now I realize that ~! ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e9870b20af306c90cead))"
*/VV/*+겠/EP/*+는/ETM/*,that (guessing; will) ~
*/NN/*+있/VV/*+게/EC/*,having ~; so that there is ~
*/VV/*+었/EP/*+냐/EC/*,~ed?
*/NN/*+랑/JKB/*+요/EF/*,is with ~
*/VA/*+어서/EC/*+부터/JX/*,since ~; ever since ~ ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/62e22be79af00c002e6edeb5))
*/VV/*+어서/EC/*+부터/JX/*,since ~; ever since ~ ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/62e22be79af00c002e6edeb5))
*/VV/*+거라/EF/*,~ ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/62e1d6b59a50ba002e20a280)),"command,poetic"
*/VV/*+어서야/EC/*,only after ~; only after having done ~ ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/62e22be99af00c002e6edec3))
*/VV/*+어야/EC/*+겠/EP/*+군요/EF/*,I realize that (guessing; will) have to ~,???
*/VA/*+을/ETM/*+것/NNB/*,will be ~
*/VA/*+게/EC/*+만/JX/*,"only so that ~; only ~-ly ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/62e1d6c39a50ba002e20a303))"
*/NN/*+이/VCP/*+ㄴ지/EC/*+에/JKB/*,at/to [indirect question] if is ~?
*/NN/*+이/VCP/*+ㄴ/ETM/*+것/NNB/*,being a ~
*/VA/*+은/ETM/*+것/NNB/*,being ~
*/NN/*+이/VCP/*+겠/EP/*+구나/EF/*,I realize that (guessing; will be) ~!
*/VA/*+었/EP/*+겠/EP/*+네/EF/*,(guessing) was ~!
*/VV/*+기/ETN/*+이/VCP/*+었었/EP/*+거든요/EF/*,because was (long ago) ~ing (just so you know)
*/VV/*+면/EC/*+되/VV/*+습니다/EF/*,should ~
*/VV/*+어야/EC/*+하/VV/*+겠/EP/*+죠/EF/*,"(guessing; will) have to ~, right?!"
*/NN/*+이/VCP/*+면서/EC/*+도/JX/*,"while is ~, also; even while is ~"
*/VV/*+기/ETN/*+하고/JKB/*,with ~ing
*/NN/*+하고/JKB/*+만/JX/*,just with ~; only with ~
*/VV/*+ㄹ/ETM/*+것/NNB/*+이/VCP/*+습니다/EF/*,will ~
*/NN/*+같/VA/*+은/ETM/*,like a ~,,같다
*/VA/*+다/EC/*+싶/VX/*+면/EC/*,seems ~; feel like is ~; think to oneself that is ~ ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e9870b20af306c90cf76)),,싶다
*/VA/*+은/ETM/*+게/NNB/*,being ~,subject
*/VV/*+려던/ETM/*,"(abbrev: -려고 하던) which had intended to ~; which was about to ~ ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/62e214519af00c002e6eda14))"
*/VV/*+어야/EC/*+되/VV/*+지/EF/*,must ~?
*/VV/*+기/ETN/*+이/VCP/*+습니다/EF/*,is ~ing
*/VV/*+다/EC/*+보/VX/*+면/EC/*,"if one ~ (and then steps back to reflect on it)... ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/62e212b89af00c002e6ed60e))"
*/VV/*+어야/EC/*+하/VV/*+는/ETM/*,that (one) must ~
*/NN/*+같/VA/*+은/ETM/*+것/NNB/*,something like ~; being like ~,,같다
*/VV/*+기/ETN/*+에/JKB/*+ㄴ/JX/*,at/to ~ing,topic
*/VV/*+기/ETN/*+부터/JX/*,starting from ~ing
*/NN/*+짜리/XSN/*,valued at ~; in the amount of ~,,-짜리
으소서/EC/*,,,,소서/EC/*
으소서/EF/*,,,,소서/EF/*
*/VV/*+소서/EF/*,Please ~.,"honorific,formal",-소서
*/VV/*+소서/EC/*,please ~,"honorific,formal",-소서
*/VA/*+오니/EC/*,~,"command,honorific,archaic",-오니
*/VV/*+오니/EC/*,~,"command,honorific,archaic",-오니
으리/EC/*,,,,리/EC/*
으리/EF/*,,,,리/EF/*
으리/EP/*,,,,리/EP/*
*/VV/*+리/EF/*,will/intend to ~,archaic,-리
*/VV/*+리/EP/*,will/intend to ~,archaic,-리
*/VV/*+리/EC/*,will/intend to ~,archaic,-리
*/VA/*+리/EF/*,will/intend to be ~,archaic,-리
*/VA/*+리/EP/*,will/intend to be ~,archaic,-리
*/VA/*+리/EC/*,will/intend to be ~,archaic,-리
*/VV/*+사/EC/*,~,"poetic,archaic,honorific",-하사
*/VV/*+었/EP/*+도다/EF/*,~ed! (with admiration),,-도다
*/VA/*+도다/EF/*,~! (with admiration),,-도다
*/VV/*+도다/EF/*,~! (with admiration),,-도다
*/VV/*+으신/EC/*,that ~,"prenoun,honorific"
*/NN/*+없/VA/*+는/ETM/*,that is without ~,,없다
*/VV/*+었/EP/*+노라/EC/*,I hereby declare ~ed.,,-노라
*/VV/*+었/EP/*+노라/EF/*,I hereby declare ~ed.,,-노라
*/VV/*+노라/EC/*,I hereby ~.,,-노라
*/VV/*+노라/EF/*,I hereby ~.,,-노라
*/VV/*+세/EC/*,~,honorific
*/VV/*+세/EF/*,~,honorific
*/VV/*+기/ETN/*+까지/JX/*,until ~ing
*/VV/*+신/EC/*,that ~ed,"honorific,prenoun"
*/VA/*+신/EC/*,that is ~,"honorific,prenoun"
*/NN/*+뿐/JX/*+이/VCP/*+ㄴ/ETM/*,is only ~,,뿐
*/NN/*+까지/JX/*+이/VCP/*+ㄴ데요/EF/*,is until ~ (contrasting; background info)
*/NP/*+까지/JX/*+이/VCP/*+ㄴ데요/EF/*,is until ~ (contrasting; background info)
*/VV/*+ㄴ다/EF/*+라고/JKQ/*,"said ""~ed"""
*/VV/*+었었/EP/*+잖아요/EF/*,"~ed (long ago), as you know."
*/VV/*+을/ETM/*+만/NNB/*+하/XSA/*+ㄴ/ETM/*,worth ~ing,,만하다
*/NN/*+없/VA/*+고/EC/*,"without ~, and...",,없다
*/VV/*+어야/EC/*+하/VV/*+고/EC/*,"must ~, and..."
*/NN/*+마저/JX/*,even including ~,,-마저
*/NP/*+마저/JX/*,even including ~,,-마저
*/VV/*+너라/EF/*,~,"command,formal",-너라
*/NN/*+이야말로/JX/*,~ indeed ...; ~ certainly ...,,-이야말로
*/NP/*+이야말로/JX/*,~ indeed ...; ~ certainly ...,,-이야말로
*/NN/*+이/VCP/*+든/EC/*+지/VX/*,whichever ~; whatever ~
*/NN/*+쯤/XSN/*,approximately ~; about ~,,쯤
*/VV/*+었/EP/*+어도/EC/*,even ~ed; also ~ed
*/VV/*+어야/EC/*+하/VX/*+겠/EP/*+지/EF/*,"(guessing; will) have to ~, right?"
음/IC/*,,,음
*/NN/*+별/XSN/*,according to ~,det,-별
*/VV/*+어서/EC/*+야/JX/*,~ only after...
*/VV/*+겠/EP/*+나/EF/*,will ~?
*/VV/*+겠/EP/*+느냐는/ETM/*,asked if (guessing; will) ~
*/NN/*+처럼/JKB/*+만/JX/*,only like a ~
*/VV/*+ㄹ/ETM/*+만큼/NNB/*,to the extent that one will ~,,-만큼
*/VV/*+겠/EP/*+잖아/EF/*,(guessing; will) ~ (as you know)
*/NN/*+이/XSN/*+서/JKS/*,~,"subject,plural",-이서
*/NN/*+이/VCP/*+었/EP/*+다고/EC/*,said that was a ~
*/NP/*+이/VCP/*+었/EP/*+다고/EC/*,said that was a ~
*/NN/*+치고/JX/*,"as for ~, ...; for a ~, ...",,-치고
*/VV/*+겠/EP/*+다면/EC/*,"(abbrev: -겠다고 하면) what if/supposing (guessing; will) ~?"
*/VA/*+겠/EP/*+다면/EC/*,"(abbrev: -겠다고 하면) what if/supposing (guessing; will) be ~?"
*/NN/*+이/VCP/*+었/EP/*+겠/EP/*+구나/EF/*,I realize that (guessing) was a ~
*/NN/*+이/VCP/*+라면서요/EF/*,(abbrev: -이라고 하면서요) while saying is ~; is it true that is ~? ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e98a0b20af306c90d2f8))
*/NN/*+이/VCP/*+겠/EP/*+지/EC/*,if \[indirect question] (guessing; will) be a ~
